Timestamp,Ticker,Name,Direction,EntryPrice,RSI,Stop,Target1,Target2,RiskReward,Status,ClosedPrice,ClosedAt,ReturnPct,Source,SignalType
2026-07-22 08:43:43,DEVYANI.NS,Devyani International,SHORT,109.20999908447266,38.68857179117016,114.85,104.84,104.84,0.77,HIT STOP,118.5,2026-07-29 15:08:18,-7.84,Indian Stocks,Daily Reversal
2026-07-22 08:44:06,GALAXYSURF.NS,Galaxy Surfactants,SHORT,1930.0,49.30875841150929,2105.6,1852.8,1852.8,0.44,OPEN,,,-0.77,Indian Stocks,Daily Reversal
2026-07-22 08:44:17,FINPIPE.NS,Finolex Industries,SHORT,163.1300048828125,32.68730852770493,175.62,156.6,156.6,0.52,OPEN,,,0.6,Indian Stocks,Daily Reversal
2026-07-22 11:34:28,^STI,SIGI30,LONG,5585.830078125,70.82554293146042,5552.44,5588.08,5685.99,0.07,HIT TARGET,5619.22,2026-07-28 20:02:59,0.6,Global Indices,RSI Wave
2026-07-22 11:37:20,HDFCLIFE.NS,HDFC Life,SHORT,552.8499755859375,39.40328157704806,588.0,530.74,530.74,0.63,OPEN,,,0.79,Indian Stocks,Daily Reversal
2026-07-22 11:39:20,WESTLIFE.NS,Westlife Foodworld,SHORT,498.6000061035156,55.36193391569278,540.1,478.66,478.66,0.48,HIT TARGET,456.0,2026-07-26 22:49:50,9.34,Indian Stocks,Daily Reversal
2026-07-22 11:40:09,PRINCEPIPE.NS,Prince Pipes,SHORT,260.8500061035156,37.62518649653809,274.85,250.42,250.42,0.75,OPEN,,,-1.08,Indian Stocks,Daily Reversal
2026-07-22 13:58:43,^GDAXI,Ger 40,LONG,25049.609375,62.38397127121346,14630.21,25362.73,25362.73,0.03,HIT TARGET,25489.74,2026-07-28 20:02:59,1.76,Global Indices,Reversal 1H
2026-07-22 16:18:17,^AEX,NL 25,LONG,1100.9200439453125,65.36270172238599,1093.65,1102.47,1122.72,0.21,HIT STOP,1091.05,2026-07-26 22:49:50,-0.9,Global Indices,RSI Wave
2026-07-22 16:18:56,AUDUSD=X,AUD/USD,SHORT,0.6998880505561829,43.817659822767865,0.7012,0.6988,0.6961,0.89,HIT TARGET,0.7,2026-07-26 22:49:50,0.22,Global Indices,RSI Wave
2026-07-23 00:17:08,CLEAN.NS,Clean Science,SHORT,,39.601170125890434,809.0,,,0.0,OPEN,,,,Indian Stocks,Daily Reversal
2026-07-23 02:14:00,HDFCLIFE.NS,HDFC Life,SHORT,553.0999755859375,39.43543264643224,588.0,530.98,530.98,0.63,OPEN,,,0.84,Indian Stocks,Daily Reversal
2026-07-23 02:15:08,ATGL.NS,Adani Total Gas,SHORT,681.5999755859375,37.8510027143755,750.0,654.34,654.34,0.4,HIT TARGET,652.85,2026-07-26 22:49:50,4.4,Indian Stocks,Daily Reversal
2026-07-23 02:15:36,CONCOR.NS,Container Corporation,SHORT,481.3999938964844,54.38916485616732,500.0,462.14,462.14,1.04,HIT STOP,524.0,2026-07-28 20:02:59,-8.13,Indian Stocks,Daily Reversal
2026-07-23 02:16:46,PRINCEPIPE.NS,Prince Pipes,SHORT,260.70001220703125,37.58662024135545,274.85,250.27,250.27,0.74,OPEN,,,-1.14,Indian Stocks,Daily Reversal
2026-07-23 06:25:58,DX-Y.NYB,Dollar Index,SHORT,100.9499969482422,26.395915909803577,101.06,100.94,100.63,0.11,HIT STOP,101.46,2026-07-26 22:49:50,-0.51,Global Indices,RSI Wave
2026-07-23 06:26:10,USDCAD=X,USD/CAD,SHORT,1.4062600135803225,26.15871394895088,1.4085,1.4057,1.3995,0.25,HIT STOP,1.41,2026-07-26 22:49:50,-0.21,Global Indices,RSI Wave
2026-07-23 06:26:17,BTC-USD,Bitcoin,SHORT,65699.8984375,38.42317734404924,66280.61,64878.65,64878.65,1.41,HIT TARGET,64601.91,2026-07-26 22:49:50,1.7,Crypto,Reversal 1H
2026-07-23 06:28:59,AHLUCONT.NS,Ahluwalia Contracts,SHORT,805.4500122070312,40.16571896788513,885.0,773.23,773.23,0.41,OPEN,,,-1.78,Indian Stocks,Daily Reversal
2026-07-23 06:29:17,WESTLIFE.NS,Westlife Foodworld,SHORT,495.3500061035156,55.996540872850986,540.1,475.54,475.54,0.44,HIT TARGET,456.0,2026-07-26 22:49:50,8.63,Indian Stocks,Daily Reversal
2026-07-23 06:29:19,DEVYANI.NS,Devyani International,SHORT,108.16000366210938,35.06576629847251,114.85,103.83,103.83,0.65,HIT STOP,118.5,2026-07-29 15:08:18,-8.73,Indian Stocks,Daily Reversal
2026-07-23 09:42:35,BTC-USD,Bitcoin,SHORT,65356.96875,37.01523919338555,66280.61,64540.01,64540.01,0.88,HIT TARGET,63695.9,2026-07-28 20:02:59,2.61,Crypto,Reversal 1H
2026-07-23 12:33:27,GC=F,Gold,SHORT,4090.300048828125,34.83454440922495,4144.0,4039.17,4039.17,0.95,HIT TARGET,4027.9,2026-07-28 20:02:59,1.55,Global Indices,Reversal 1H
2026-07-23 12:33:29,SI=F,Silver,SHORT,58.93999862670898,33.80056471558615,59.78,58.87,56.42,0.08,HIT STOP,59.81,2026-07-27 00:25:13,-1.45,Global Indices,RSI Wave
2026-07-23 12:33:31,SI=F,Silver,SHORT,58.93999862670898,33.80056471558615,60.36,58.2,58.2,0.52,HIT TARGET,57.35,2026-07-28 20:02:59,2.77,Global Indices,Reversal 1H
2026-07-23 12:33:33,HG=F,Copper,SHORT,6.450500011444092,32.981673037265026,6.498,6.4395,6.3081,0.23,HIT TARGET,6.36,2026-07-26 22:49:50,1.46,Global Indices,RSI Wave
2026-07-23 12:36:30,AHLUCONT.NS,Ahluwalia Contracts,SHORT,800.2000122070312,38.88695950757853,885.0,768.19,768.19,0.38,OPEN,,,-2.42,Indian Stocks,Daily Reversal
2026-07-23 12:36:46,JUBLFOOD.NS,Jubilant FoodWorks,SHORT,412.2999877929688,39.75299186217547,439.65,395.81,395.81,0.6,HIT STOP,440.1,2026-07-29 15:08:19,-6.32,Indian Stocks,Daily Reversal
2026-07-23 12:37:22,RELIANCE.NS,Reliance Industries,SHORT,1272.199951171875,39.06522195537452,1345.9,1221.31,1221.31,0.69,OPEN,,,-2.72,Indian Stocks,Daily Reversal
2026-07-23 14:46:52,EURUSD=X,EUR/USD,SHORT,1.138044834136963,25.3212070259098,1.1398,1.1345,1.1328,2.0,HIT STOP,1.14,2026-07-29 16:32:48,-0.16,Global Indices,RSI Wave
2026-07-23 14:46:55,EURUSD=X,EUR/USD,SHORT,1.138044834136963,25.3212070259098,1.1439,1.1238,1.1238,2.43,HIT STOP,1.14,2026-07-29 20:48:10,-0.53,Global Indices,Reversal 1H
2026-07-23 17:21:07,MSFT,Microsoft,SHORT,379.4249877929688,45.86920623215338,405.99,364.25,364.25,0.57,HIT STOP,451.48,2026-07-30 22:26:44,-15.96,US Stocks,Daily Reversal
2026-07-23 17:21:27,HD,Home Depot,SHORT,325.489990234375,39.84332920106873,353.98,312.47,312.47,0.46,OPEN,,,-1.97,US Stocks,Daily Reversal
2026-07-23 17:21:52,PEP,PepsiCo,SHORT,134.99000549316406,39.07409712706279,141.96,129.59,129.59,0.77,HIT STOP,142.34,2026-07-28 20:02:59,-5.16,US Stocks,Daily Reversal
2026-07-23 17:21:55,DIS,Walt Disney,SHORT,92.70999908447266,32.784145191788866,99.85,89.0,89.0,0.52,OPEN,,,-3.65,US Stocks,Daily Reversal
2026-07-23 17:21:58,TMUS,T-Mobile US,SHORT,179.0500030517578,41.319243263541935,198.86,171.89,171.89,0.36,OPEN,,,3.7,US Stocks,Daily Reversal
2026-07-23 17:24:38,BTC-USD,Bitcoin,SHORT,64860.7890625,58.18911784256376,66910.06,62266.36,62266.36,1.27,OPEN,,,2.3,Crypto,Daily Reversal
2026-07-24 05:38:58,AHLUCONT.NS,Ahluwalia Contracts,SHORT,800.2000122070312,46.0617758626021,,768.19,768.19,0.0,OPEN,,,-2.42,Indian Stocks,Daily Reversal
2026-07-24 05:39:14,JUBLFOOD.NS,Jubilant FoodWorks,SHORT,412.2999877929688,36.75418983579095,439.65,395.81,395.81,0.6,HIT STOP,440.1,2026-07-29 15:08:19,-6.32,Indian Stocks,Daily Reversal
2026-07-24 05:39:16,DEVYANI.NS,Devyani International,SHORT,109.87000274658205,35.41005515814648,114.85,105.48,105.48,0.88,HIT STOP,118.5,2026-07-29 15:08:19,-7.28,Indian Stocks,Daily Reversal
2026-07-24 05:39:49,RELIANCE.NS,Reliance Industries,SHORT,1272.199951171875,36.04672009341212,1345.9,1221.31,1221.31,0.69,OPEN,,,-2.72,Indian Stocks,Daily Reversal
2026-07-24 05:40:02,BTC-USD,Bitcoin,SHORT,65255.55078125,55.77055476093973,66910.06,62645.33,62645.33,1.58,OPEN,,,2.93,Crypto,Daily Reversal
2026-07-24 08:39:02,TRENT.NS,Trent,SHORT,2895.5,39.53407028918,2938.7,2779.68,2779.68,2.68,HIT STOP,3005.2,2026-07-29 15:08:19,-3.65,Indian Stocks,Daily Reversal
2026-07-24 11:29:31,BTC-USD,Bitcoin,SHORT,64920.2890625,44.10201678649987,65756.76,64108.79,64108.79,0.97,HIT TARGET,63695.9,2026-07-28 20:02:59,1.92,Crypto,Reversal 1H
2026-07-24 11:32:51,AHLUCONT.NS,Ahluwalia Contracts,SHORT,828.0999755859375,40.26325503447763,885.0,794.98,794.98,0.58,OPEN,,,0.98,Indian Stocks,Daily Reversal
2026-07-24 16:05:39,SI=F,Silver,SHORT,58.3650016784668,52.20765094573218,58.95,57.64,57.64,1.24,HIT STOP,59.78,2026-07-27 00:20:48,-2.37,Global Indices,Reversal 1H
2026-07-24 19:47:13,CL=F,US Oil,SHORT,89.02999877929688,35.8121240212852,91.04,87.68,83.01,0.67,HIT TARGET,84.65,2026-07-27 00:20:48,5.17,Global Indices,RSI Wave
2026-07-24 21:42:54,GC=F,Gold,SHORT,4054.300048828125,44.14963368257209,4085.2,4003.62,4003.62,1.64,HIT STOP,4091.2,2026-07-27 00:20:48,-0.9,Global Indices,Reversal 1H
2026-07-24 21:42:56,SI=F,Silver,SHORT,58.470001220703125,48.902518729801855,59.29,57.74,57.74,0.89,HIT STOP,59.78,2026-07-27 00:20:48,-2.19,Global Indices,Reversal 1H
2026-07-25 11:11:08,TRENT.NS,Trent,SHORT,2890.5,39.518331034613965,2935.0,2774.88,2774.88,2.6,HIT STOP,3005.2,2026-07-29 15:08:19,-3.82,Indian Stocks,Daily Reversal
2026-07-26 06:35:46,BTC-USD,Bitcoin,LONG,64487.98046875,65.0968086192207,64232.18,64524.49,65255.38,0.14,HIT TARGET,64601.91,2026-07-26 22:49:50,0.18,Crypto,RSI Wave
2026-07-26 18:12:12,BTC-USD,Bitcoin,LONG,64655.5390625,72.01588065968029,49578.89,65463.73,65463.73,0.05,OPEN,,,-1.94,Crypto,Reversal 1H
2026-07-27 02:09:18,GC=F,Gold,LONG,4098.39990234375,66.45226748452635,4069.94,4099.0,4183.78,0.02,HIT STOP,4027.9,2026-07-28 20:02:59,-1.72,Global Indices,RSI Wave
2026-07-27 06:47:18,^STI,SIGI30,LONG,5600.64990234375,72.00841329492819,5569.42,5603.77,5694.35,0.1,HIT TARGET,5619.22,2026-07-28 20:02:59,0.33,Global Indices,RSI Wave
2026-07-27 06:47:30,DX-Y.NYB,Dollar Index,SHORT,101.21499633789062,35.55083697807032,101.38,101.13,100.73,0.52,HIT STOP,101.39,2026-07-28 20:02:59,-0.17,Global Indices,RSI Wave
2026-07-27 06:47:38,JPY=X,USD/JPY,SHORT,163.57400512695312,39.95700020146429,163.79,163.45,162.93,0.58,HIT STOP,163.81,2026-07-28 20:02:59,-0.14,Global Indices,RSI Wave
2026-07-27 10:41:47,GC=F,Gold,LONG,4091.800048828125,57.475199683366384,2089.0,4142.95,4142.95,0.03,HIT TARGET,4143.0,2026-07-29 20:23:14,1.25,Global Indices,Reversal 1H
2026-07-27 14:35:17,GC=F,Gold,SHORT,4085.5,54.55133321078192,4108.3,4034.43,4034.43,2.24,HIT TARGET,4027.9,2026-07-28 20:02:59,1.43,Global Indices,Reversal 1H
2026-07-27 17:49:50,SI=F,Silver,SHORT,58.8650016784668,42.202790244983305,60.1,58.13,58.13,0.6,HIT TARGET,57.35,2026-07-28 20:02:59,2.64,Global Indices,Reversal 1H
2026-07-27 17:50:00,EURUSD=X,EUR/USD,SHORT,1.1377859115600586,35.9682344236941,1.1396,1.137,1.1324,0.43,HIT STOP,1.14,2026-07-29 16:01:19,-0.16,Global Indices,RSI Wave
2026-07-27 17:50:02,EURUSD=X,EUR/USD,SHORT,1.1377859115600586,35.9682344236941,1.1421,1.1236,1.1236,3.29,HIT STOP,1.14,2026-07-29 20:03:37,-0.44,Global Indices,Reversal 1H
2026-07-27 17:50:20,BTC-USD,Bitcoin,SHORT,64509.76171875,38.19344141462961,65654.87,63703.39,63703.39,0.7,HIT TARGET,63695.9,2026-07-28 20:02:59,1.28,Crypto,Reversal 1H
2026-07-27 19:51:20,EURUSD=X,EUR/USD,SHORT,1.1373976469039917,38.75721444642535,1.1406,1.1232,1.1232,4.43,HIT STOP,1.14,2026-07-29 20:03:37,-0.48,Global Indices,Reversal 1H
2026-07-27 21:48:49,SI=F,Silver,LONG,58.86000061035156,40.603192200364944,23.23,59.6,59.6,0.02,OPEN,,,-0.36,Global Indices,Reversal 1H
2026-07-27 21:50:21,TMUS,T-Mobile US,SHORT,177.75999450683594,45.0764833127124,198.86,170.65,170.65,0.34,OPEN,,,2.95,US Stocks,Daily Reversal
2026-07-27 21:52:11,AHLUCONT.NS,Ahluwalia Contracts,SHORT,,40.21742638783097,885.0,,,0.0,OPEN,,,,Indian Stocks,Daily Reversal
2026-07-27 21:52:20,TRENT.NS,Trent,SHORT,,39.518331034613965,2935.0,,,0.0,HIT STOP,3005.2,2026-07-29 15:08:19,,Indian Stocks,Daily Reversal
2026-07-27 21:52:31,JUBLFOOD.NS,Jubilant FoodWorks,SHORT,,39.11124880291087,439.65,,,0.0,HIT STOP,440.1,2026-07-29 15:08:19,,Indian Stocks,Daily Reversal
2026-07-27 21:52:33,DEVYANI.NS,Devyani International,SHORT,,41.414624011473045,114.85,,,0.0,HIT STOP,118.5,2026-07-29 15:08:19,,Indian Stocks,Daily Reversal
2026-07-28 01:16:19,BTC-USD,Bitcoin,SHORT,63708.16015625,26.225858097679435,64394.45,63545.85,61649.29,0.24,HIT STOP,64459.1,2026-07-29 15:51:18,-1.16,Crypto,RSI Wave
2026-07-28 01:16:21,BTC-USD,Bitcoin,SHORT,63708.16015625,26.225858097679435,65654.87,62911.81,62911.81,0.41,OPEN,,,0.49,Crypto,Reversal 1H
2026-07-28 08:36:30,^STI,SIGI30,LONG,5616.35009765625,65.05553749627552,5586.36,5620.68,5706.31,0.14,HIT TARGET,5704.54,2026-07-29 15:08:19,1.57,Global Indices,RSI Wave
2026-07-28 08:36:46,EURUSD=X,EUR/USD,SHORT,1.1373976469039917,39.58677055909677,1.1384,1.1232,1.1232,14.17,HIT STOP,1.14,2026-07-28 20:02:59,-0.17,Global Indices,Reversal 1H
2026-07-28 08:40:05,LODHA.NS,Macrotech Developers,LONG,1283.3499755859375,67.00863422742182,,,,,OPEN,,,-3.15,Indian Stocks,Weekly Confluence
2026-07-28 11:42:33,^NSEI,NIFTY 50,SHORT,23962.94921875,53.35192996915513,24041.0,23663.41,23663.41,3.84,HIT STOP,24242.0,2026-07-29 15:08:19,-1.15,Global Indices,Reversal 1H
2026-07-28 14:06:21,EURUSD=X,EUR/USD,SHORT,1.1367511749267578,39.47074626450759,1.1384,1.1357,1.1317,0.62,HIT STOP,1.14,2026-07-28 20:02:59,-0.23,Global Indices,RSI Wave
2026-07-28 17:28:39,^DJI,Dow Jones,LONG,52780.609375,69.71220688857261,52366.55,52831.68,54022.78,0.12,HIT STOP,52328.24,2026-07-29 15:32:23,-0.86,Global Indices,RSI Wave
2026-07-28 17:28:42,^RUT,Russell 2000,LONG,2938.63720703125,46.798869773453525,2927.78,2954.78,2954.78,1.49,HIT STOP,2927.63,2026-07-29 16:32:48,-0.37,Global Indices,EMA Reclaim
2026-07-28 17:29:19,EURUSD=X,EUR/USD,LONG,1.1398608684539795,64.26823422835793,1.1357,1.1403,1.1403,0.1,HIT TARGET,1.14,2026-07-29 20:03:37,0.26,Global Indices,EMA Reclaim
2026-07-28 17:29:24,GBPUSD=X,GBP/USD,LONG,1.3305304050445557,53.174285970330544,1.3274,1.3358,1.3358,1.69,HIT TARGET,1.34,2026-07-29 20:54:18,0.42,Global Indices,EMA Reclaim
2026-07-28 17:29:44,NZDUSD=X,NZD/USD,LONG,0.579407811164856,65.90525078234424,0.5764,0.5798,0.5798,0.13,HIT TARGET,0.58,2026-07-29 20:03:37,0.11,Global Indices,EMA Reclaim
2026-07-28 17:30:30,ICE,Intercontinental Exchange,LONG,152.94000244140625,72.41426162831354,46.15,159.06,159.06,0.06,OPEN,,,-0.29,US Stocks,Daily Reversal
2026-07-28 19:43:20,^GSPC,S&P 500,LONG,7433.8701171875,50.893435785514384,7376.0,7465.09,7465.09,0.54,HIT STOP,7373.82,2026-07-29 16:29:27,-0.81,Global Indices,EMA Reclaim
2026-07-28 19:43:45,HG=F,Copper,LONG,6.351500034332275,50.34083517875733,6.294,6.3682,6.3682,0.29,HIT STOP,6.29,2026-07-29 17:03:01,-0.94,Global Indices,EMA Reclaim
2026-07-28 19:44:10,AUDUSD=X,AUD/USD,LONG,0.6979827880859375,48.503082406193215,0.6966,0.6987,0.6987,0.51,HIT STOP,0.69,2026-07-29 15:08:19,-0.52,Global Indices,EMA Reclaim
2026-07-28 19:44:12,NZDUSD=X,NZD/USD,LONG,0.579005241394043,64.32211271688695,0.5777,0.58,0.583,0.76,HIT STOP,0.58,2026-07-29 16:48:00,-0.24,Global Indices,RSI Wave
2026-07-28 21:48:02,ETH-USD,Ethereum,SHORT,1915.3199462890625,56.76398968210124,1926.3,1891.38,1891.38,2.18,HIT TARGET,1891.1,2026-07-29 16:43:00,1.28,Global Indices,Reversal 1H
2026-07-29 01:17:10,CL=F,US Oil,LONG,83.05000305175781,59.13171385626088,77.78,83.33,83.33,0.05,HIT TARGET,84.66,2026-07-29 15:08:19,1.94,Global Indices,EMA Reclaim
